CGATS.17
BEGIN_DATA_FORMAT
SampleID	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z
END_DATA_FORMAT
NUMBER_OF_SETS 602
BEGIN_DATA
506	204	255	127	0.6449008	0.8588874	0.3325994
507	204	255	153	0.6640888	0.8665626	0.4336562
508	204	255	178	0.6869474	0.875706	0.5540453
509	204	255	204	0.7155764	0.8871576	0.7048246
510	204	255	229	0.7480107	0.9001313	0.8756451
511	204	255	255	0.787078	0.9157582	1.0813994
512	229	255	25	0.6824626	0.8824812	0.1435815
513	229	255	51	0.6866829	0.8841693	0.1658084
514	229	255	76	0.6937518	0.8869968	0.2030379
515	229	255	102	0.7046883	0.8913714	0.2606368
516	229	255	127	0.7190117	0.8971008	0.3360734
517	229	255	153	0.7381997	0.904776	0.4371302
518	229	255	178	0.7610584	0.9139195	0.5575193
519	229	255	204	0.7896873	0.9253711	0.7082985
520	229	255	229	0.8221216	0.9383448	0.8791191
521	229	255	255	0.8611889	0.9539717	1.0848734
522	25	25	255	0.1879659	0.0812117	0.9518788
523	25	51	255	0.1963275	0.0979349	0.954666
524	25	76	255	0.210333	0.125946	0.9593345
