CGATS.17
FORMAT_VERSION	2
MEASUREMENT_SOURCE	Simulated sRGB data
BEGIN_DATA_FORMAT
SampleID	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z
END_DATA_FORMAT
NUMBER_OF_SETS	602
BEGIN_DATA
577	255	204	178	70.866026	67.661751	51.448194
578	255	204	204	73.728923	68.806910	66.526119
579	255	204	229	76.972352	70.104281	83.608175
580	255	204	255	80.879079	71.666972	104.183604
581	255	229	0	69.257164	77.300069	11.272443
582	255	229	25	69.432614	77.370249	12.196476
583	255	229	51	69.854642	77.539060	14.419158
584	255	229	76	70.561532	77.821817	18.142115
585	255	229	102	71.655182	78.259276	23.902004
586	255	229	127	73.087522	78.832212	31.445659
587	255	229	153	75.006322	79.599732	41.551339
588	255	229	178	77.292191	80.514080	53.590248
589	255	229	204	80.155088	81.659239	68.668173
590	255	229	229	83.398516	82.956610	85.750230
591	255	229	255	87.305243	84.519301	106.325659
592	255	255	0	76.997514	92.780768	13.852560
593	255	255	25	77.172963	92.850948	14.776593
594	255	255	51	77.594991	93.019759	16.999274
595	255	255	76	78.301882	93.302516	20.722232
596	255	255	102	79.395532	93.739976	26.482121
597	255	255	127	80.827871	94.312911	34.025776
598	255	255	153	82.746671	95.080431	44.131455
599	255	255	178	85.032540	95.994779	56.170365
600	255	255	204	87.895437	97.139938	71.248290
601	255	255	229	91.138866	98.437309	88.330346
602	255	255	255	95.045593	100.000000	108.905775
END_DATA
